post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,sku,stock,regular_price,sale_price,stock_status,product_url,product_page_url
"TROPICAL TAN PROGEL 80160",tropical-tan-progel-80160,,53202,,,publish,,32,11990,5000,instock,,https://www.lacopro.cl/producto/tropical-tan-progel-80160/
"VENETIAN SILK PROGEL 81407",venetian-silk-progel-81407,,53204,,,publish,,21,11990,5000,instock,,https://www.lacopro.cl/producto/venetian-silk-progel-81407/
"MOLTEN LAVA PROGEL 81409",molten-lava-progel-81409,,53205,,,publish,,4,11990,5000,instock,,https://www.lacopro.cl/producto/molten-lava-progel-81409/
"SAHARA NIGHTS PROGEL 81410",sahara-nights-progel-81410,,53206,,,publish,,21,11990,5000,instock,,https://www.lacopro.cl/producto/sahara-nights-progel-81410/
"TAHITI TIME PROGEL 81413",tahiti-time-progel-81413,,53208,,,publish,,3,11990,5000,instock,,https://www.lacopro.cl/producto/tahiti-time-progel-81413/
"FIRECRAKES PROGEL 81418",firecrakes-progel-81418,,53209,,,publish,,18,11990,5000,instock,,https://www.lacopro.cl/producto/firecrakes-progel-81418/
"GILDEDROSE PROGEL 81419",gildedrose-progel-81419,,53210,,,publish,,1,11990,5000,instock,,https://www.lacopro.cl/producto/gildedrose-progel-81419/
"AT THE RITZ PROGEL 81421",at-the-ritz-progel-81421,,53211,,,publish,,2,11990,5000,instock,,https://www.lacopro.cl/producto/at-the-ritz-progel-81421/
"EMERALD EMPRESS PROGEL 81604",emerald-empress-progel-81604,,53213,,,publish,,24,11990,8000,instock,,https://www.lacopro.cl/producto/emerald-empress-progel-81604/
"GLITTER THEORY SUPERNAIL 6PC",glitter-theory-supernail-6pc,,53260,"Set de 6 Glitter, de diferente textura y brillo 7 gr. cada uno y una practica cuchara dosificadora. Ideal para dar toques y destellos de luz y brillo a todas tus creaciones.",,publish,073930510345,3,24890,,instock,,https://www.lacopro.cl/producto/glitter-theory-supernail-6pc/
"EzFlow 500 FORMS UNIVERSALES",ezflow-500-forms-universales,,53266,,,publish,10018936602455,5,15000,8000,instock,,https://www.lacopro.cl/producto/ezflow-500-forms-universales/
"PRODIP ULTRA PINK 65885",prodip-ultra-pink-65885,,53286,"Prodip Ultra Pink 25.5gr",,publish,,6,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-ultra-pink-65885/
"PRODIP PARADISE PINK 65886",prodip-paradise-pink-65886,,53290,"Prodip Paradise Pink 25.5gr",,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-paradise-pink-65886/
"PRODIP TANGELO 65887",prodip-tangelo-65887,,53291,"Prodip Tangelo 25.5gr",,publish,,6,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-tangelo-65887/
"REFECTOCIL TINTURA PESTAÑAS Y CEJAS ROJO 4.1",tintura-pestanas-y-cejas-rojo-4-1,,53363,,,publish,9003877057406,20,12950,11900,instock,,https://www.lacopro.cl/producto/tintura-pestanas-y-cejas-rojo-4-1/
"REFECTOCIL TINTURA DE PESTAÑAS Y CEJAS CASTAÑO 4",tintura-de-pestanas-y-cejas-castano-4,,53364,,,publish,9003877057413,31,12950,11900,instock,,https://www.lacopro.cl/producto/tintura-de-pestanas-y-cejas-castano-4/
"REFECTOCIL DECOLORANTE PESTAÑAS Y CEJAS",decolorante-pestanas-y-cejas,,53366,,"Refectocil Blonde Brow, es un producto único especialmente desarrollado para aclarar las cejas. Es un decolorante , no usar en las pestañas.

De acuedo, al tiempo de aplicacion es el color final.

Cuando has utilizado el Blonde Brow 0, los procesos posteriores se reducen en 1/3, ya que la cuticula ya esta abierta, por lo cual el olor penetrara más rápido. El reultado del color será aún más profundo.

Duración de 6 semanas prox.",publish,,2,11900,,instock,,https://www.lacopro.cl/producto/decolorante-pestanas-y-cejas/
"IBD TOP COAT",ibd-top-coat,,53734,,,publish,,18,14990,,instock,,https://www.lacopro.cl/producto/ibd-top-coat/
"SWAROVSKI NO HOTFIX AB ss10",swarovski-no-hotfix-cristal-ab-ss10,,54100,"Flat back: espalda plana sin adhesivo.

Color: Crystal Aurora Boreal.

Medida: ss10

Set: 50 unidades.",,publish,,15,4290,,instock,,https://www.lacopro.cl/producto/swarovski-no-hotfix-cristal-ab-ss10/
"SWAROVSKI FLATBACK NO HOTFIX CRISTAL ss10",swarovski-flatback-no-hotfix-cristal-ss10,,54102,"Flatback: espalda plana, sin adhesivo.

Color Crystal

Medida:ss10

Set: 50 unidades.",,publish,,14,4290,,instock,,https://www.lacopro.cl/producto/swarovski-flatback-no-hotfix-cristal-ss10/
"SWAROVSKI FLATBACK NO HOTFIX CRYSTAL AB ss8",swarovski-flatback-no-hotfix-crystal-ab-ss7,,54106,"Flat back: espalda plana, sin adhesivo.

Medida:ss8

Color: Crystal Aurora Boreal

Set: 50 unidades.",,publish,,17,3290,,instock,,https://www.lacopro.cl/producto/swarovski-flatback-no-hotfix-crystal-ab-ss7/
"SWAROVSKI FLATBACK NO HOTFIX CRYSTAL ss5",swarovski-flatback-no-hotfix-crystal-ss5,,54108,"Flatback: espalda plana sin adhesivo.

Medida:ss5

Color:Crystal

Set: 50 unidades",,publish,,47,3290,,instock,,https://www.lacopro.cl/producto/swarovski-flatback-no-hotfix-crystal-ss5/
"SWAROVSKI FLATBACK NO HOTFIX CRYSTAL ss8",swarovski-flatback-no-hotfix-crystal-ss7,,54109,"Flatback: espalda plana sin adhesivo.

Medida:ss8

Color: Crystal

Set: 50 unidades.",,publish,,13,3290,,instock,,https://www.lacopro.cl/producto/swarovski-flatback-no-hotfix-crystal-ss7/
"NICK SAFE 7GR.",nick-safe-7gr,,54205,"Polvo Estiptico.

Para sangramiento y desinfecta.

Uso tópico, aplicador libre de contaminación.}

No es oleoso.

Ideal para manicure.",,publish,,32,7990,,instock,,https://www.lacopro.cl/producto/nick-safe-7gr/
"EZ FLOW COMPETITION PINK 113 GR",ez-flow-competition-pink-113-gr,,54240,"Polvo Acrílico.

Secado rapido, sin burbujas.

Color puro, sin vetas, ni decolariones.

Textura suave.

Color consistente.

Rosado Claro.",,publish,,2,20990,18990,instock,,https://www.lacopro.cl/producto/ez-flow-competition-pink-113-gr/
"EZ FLOW PEARLESCENT PETAL 21GR",ez-flow-pearlescent-petal-21gr,,54244,"Polvo acrilico profesional.

Origen USA",,publish,,3,10490,7490,instock,,https://www.lacopro.cl/producto/ez-flow-pearlescent-petal-21gr/
"EZ FLOW MOJITO PERFECTO 21GR",ez-flow-mojito-perfecto-21gr,,54245,"Polvo Acrilico, Profesional.

Origen USA",,publish,,1,10490,7490,instock,,https://www.lacopro.cl/producto/ez-flow-mojito-perfecto-21gr/
"PRODIP HAPPY FISH 25.5GR",prodip-happy-fish-25-5gr,,54323,"Polvo para uñas con técnica por inmersión, dipping.

Origen USA

Uso Profesional.",,publish,,5,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-happy-fish-25-5gr/
"PRODIP SUNSET TIDE 25.5GR",prodip-sunset-tide-25-5gr,,54324,"Polvo para uñas por inmersión o dipping.

Origen USA

Uso profesional.",,publish,,11,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-sunset-tide-25-5gr/
"PRODIP SEA ´N SAND 25.5 gr.",prodip-sea-n-sand-25-5-gr,,54325,"Polvo para técnica por inmersión o dipping.

Origen USA

Uso profesional.",,publish,,1,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-sea-n-sand-25-5-gr/
"PRODIP AZURE BLUE 25.5gr.",prodip-azure-blue-25-5gr,,54327,"Polvo para tecnica de inmersion o dipping.

Origen USA

Uso Profesional.",,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-azure-blue-25-5gr/
"PRODIP SMOKEY GREY 25.5gr",prodip-smokey-grey-25-5gr,,54329,"Polvo para técnica de inmersión o dipping.

Origen USA.

Uso profesional.",,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-smokey-grey-25-5gr/
"PRODIP PSYCHODELIC PURPLE 25.5gr.",prodip-psychodelic-purple-25-5gr,,54330,"Polvo para técnica de inmersión o dipping.

Origen USA

Uso Profesional.",,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-psychodelic-purple-25-5gr/
"PRODIP BURNT UMBER 25.5gr",prodip-burnt-umber-25-5gr,,54331,"Polvo para técnica por inmersión o dipping.

Origen USA

Uso Profesional.

&nbsp;",,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-burnt-umber-25-5gr/
"PRODIP GALACTIC BLUE 25.5gr.",prodip-galactic-blue-25-5gr,,54332,"Polvo para tecniva inmersion o dipping.

Origen USA

Uso profesional.",,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-galactic-blue-25-5gr/
"PRODIP FRENCH MAUVE 25.5gr.",prodip-french-mauve-25-5gr,,54333,"Polvo para técnica inmersión o dipping.

Origen USA

Uso profesional.",,publish,,5,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-french-mauve-25-5gr/
"PRODIP CHERRY BLOSSOM 25.5gr.",prodip-cherry-blossom-25-5gr,,54334,"Polvo para tecnica de inmersion o dipping.

Origen USA

Uso profesional.",,publish,,4,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-cherry-blossom-25-5gr/
"PRODIP PAPAYA WHIP 25.5gr.",prodip-papaya-whip-25-5gr,,54335,"Polvo para técnica de inmersión o dipping.

Origen USA

Uso profesional.",,publish,,1,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-papaya-whip-25-5gr/
"PRODIP COTTON CANDY 25.5gr.",prodip-cotton-candy-25-5gr,,54336,"Polvo para tecnica inmersion o dipping.

Origen USA.

Uso profesional.",,publish,,5,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-cotton-candy-25-5gr/
"PRODIP PEARLESCENT WHITE 25.5gr.",prodip-pearlescent-white-25-5gr,,54337,"Polvo para tecnica de inmersion o dipping.

Origen USA

Uso profesional.",,publish,,1,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-pearlescent-white-25-5gr/
"PRODIP NEW YEAR SPRAKLES 25.5gr.",prodip-new-year-sprakles-25-5gr,,54338,"Polvo para tecnica de inmersion o dipping.

Origen USA

Uso profesional.",,publish,,4,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-new-year-sprakles-25-5gr/
"PRODIP RED RUBIES 25.5gr.",prodip-red-rubies-25-5gr,,54339,"Polvo para tecnica inmersion o dipping.

Origen USA

Uso profesional.",,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-red-rubies-25-5gr/
"PRODIP MATERIAL GIRL 25.5gr",prodip-material-girl-25-5gr,,54340,"Polvo para tecnica inmersion o dipping.",,publish,,6,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-material-girl-25-5gr/
"PRODIP ORANGE DREAM 25.5gr.",prodip-orange-dream-25-5gr,,54342,"Polvo para tecnica inmersion o dipping.

Origen USA

Uso profesional.",,publish,,2,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-orange-dream-25-5gr/
"PRODIP PINK SPRINKLES 25.5gr.",prodip-pink-sprinkles-25-5gr,,54344,"Polvo para tecnica de inmersion o dipping.

Origen USA

Uso Profesional.",,publish,,1,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-pink-sprinkles-25-5gr/
"PRODIP GLITZY GOLD 25.5GR",prodip-glitzy-gold-25-5gr,,54348,"Polvo para tecnica inmersion o dipping.

Origen USA

Uso profesional.",,publish,,3,8990,3500,instock,,https://www.lacopro.cl/producto/prodip-glitzy-gold-25-5gr/
"REFECTOCIL STYLING CREAM 9ML",refectocil-styling-cream-9ml,,54571,"Styling gel, da brillo, da forma y protección para todo el día.",,publish,,24,18000,,instock,,https://www.lacopro.cl/producto/refectocil-styling-cream-9ml/
"REFECTOCIL BOOSTER LASH &amp; BROW 6ML",refectocil-booster-lash-brow-6ml,,54572,"Lash &amp; Brow Booster

&nbsp;

Doble efecto.

56% pestañas mas largas y fuertes, cejas mas gruesas.

Aumenta el crecimiento, desde la raíz.

Los primeros resultados , los notarás después de 4-6 semanas de uso( úsalo diariamente)

Dermatologica y oftalmologicamente testeado.

Funciona sin hormonas sintéticas. Trabaja con un ingrediente básico del Mar Negro, Rod Oil, el cual se extrae del coral (plexaura homomalla= una fuente natural de prostaglandin A)

Libre de Prostamide y perfume.

Su aplicador innovador hace que su uso diario sea especialmente fácil.  Después, de limpiar tu rostro en la noche , o final del día, usa la punta del aplicador  a lo largo del parpado superior e inferior por la línea de las pestañas, como si aplicaras delineador, y por todas las cejas.",,publish,,4,70000,,instock,,https://www.lacopro.cl/producto/refectocil-booster-lash-brow-6ml/
"LED UV GEL BUILDER CLEAR 14GR",led-uv-gel-builder-clear-14gr,,54697,,,publish,,35,14990,7500,instock,,https://www.lacopro.cl/producto/led-uv-gel-builder-clear-14gr/
"PRODIP BASE",prodip-activador,,55229,"<img class=""alignnone size-medium wp-image-55230"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/prodip-base-198x300.jpg"" alt="""" width=""198"" height=""300"" />",,publish,,22,29990,7500,instock,,https://www.lacopro.cl/producto/prodip-activador/
"PINCEL ROUND 006 SUPERNAIL",pincel-flat-004-supernail,,55239,"<img class=""alignnone size-medium wp-image-55237"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/sable-006-198x300.jpg"" alt="""" width=""198"" height=""300"" />",,publish,,2,5250,,instock,,https://www.lacopro.cl/producto/pincel-flat-004-supernail/
"PINCEL OVAL BAGGED 5 WINNING",pincel-oval-bagged-5-winning,,55242,"<img class=""alignnone size-medium wp-image-55232"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/wining-sable-5-198x300.jpg"" alt="""" width=""198"" height=""300"" />",,publish,,23,5250,,instock,,https://www.lacopro.cl/producto/pincel-oval-bagged-5-winning/
"PINCEL FALT 4 BAGGED WINNING",pincel-falt-4-bagged-winning,,55243,"<img class=""alignnone size-medium wp-image-55233"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/wining-sable-4-198x300.jpg"" alt="""" width=""198"" height=""300"" />",,publish,,10,5250,,instock,,https://www.lacopro.cl/producto/pincel-falt-4-bagged-winning/
"PINCEL ROUND 6 BAGGED WINNING",pincel-round-6-bagged-winning,,55244,"<img class=""alignnone size-medium wp-image-55234"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/wining-dab-198x300.jpg"" alt="""" width=""198"" height=""300"" />",,publish,,10,5500,,instock,,https://www.lacopro.cl/producto/pincel-round-6-bagged-winning/
"PINCEL DETALLE 00",pincel-detalle-00,,55258,"<img class=""alignnone size-medium wp-image-55252"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/PINCEL-EZ-00-198x300.jpg"" alt="""" width=""198"" height=""300"" />PINCEL PARA ACRILICO Y GEL.",,publish,,2,6100,,instock,,https://www.lacopro.cl/producto/pincel-detalle-00/
"PINCEL DISEÑO 0000 EXFLOW",pincel-diseno-0000-exflow,,55259,"<img class=""alignnone size-medium wp-image-55253"" src=""https://www.lacopro.cl/wp-content/uploads/2020/11/PINCEL-EZ-0000-198x300.jpg"" alt="""" width=""198"" height=""300"" />PINCEL PARA ACRILICO Y GEL",,publish,,2,,,instock,,https://www.lacopro.cl/producto/pincel-diseno-0000-exflow/
"REFECTOCIL 2.1 DEEP BLUE",refectocil-2-1-deep-blue,,55542,,,publish,,35,12950,11900,instock,,https://www.lacopro.cl/producto/refectocil-2-1-deep-blue/
"REFECTOCIL TINT REMOVER 150ML",refectocil-tint-remover-150ml,,55545,,,publish,,1,29900,,instock,,https://www.lacopro.cl/producto/refectocil-tint-remover-150ml/
"Apres DIAMOND GEL /GEL DIAMOND",apress-diamond-gel-gel-diamond,,55841,,,publish,,2,20000,,instock,,https://www.lacopro.cl/producto/apress-diamond-gel-gel-diamond/
"Apres SCULPED STILETTO XXXLONG 250/ PUNTAS STILETTO XXXLARGAS 250",sculped-stiletto-xxxlong-250-puntas-stiletto-xxxlargas-250,,55880,"Caja 250 unidades, 10 tamaños 25 unidades de cada uno.Todas nuestras puntas Gel-X están cuidadosamente moldeadas a partir de nuestra fórmula de gel suave patentada para proporcionar las mejores uñas más cómodas y lijeras del mercado. Tan fáciles de usar como de aplicar, nuestras puntas Gel-X se aplican con nuestro Apres Extend Gel y pueden proporcionar más de 4 semanas  de hermosas y fuertes extensiones de uñas. Hecho de gel suave, Gel-X se puede remojar rápidamente con removedor , lo que reduce los peligros de sobre limado o químicos dañinos.

Estilo: Esculpida

Forma: Stiletto

Longitud: XXX larga

Si bien nuestra línea Sculped se considera nuestro ajuste universal, se adapta específicamente a  aquellos con un lecho ungueal más curvo y una curva C más pronunciada.",,publish,0738715908990,1,40500,,instock,,https://www.lacopro.cl/producto/sculped-stiletto-xxxlong-250-puntas-stiletto-xxxlargas-250/
"Apres SCULPED STILETTO EXTRALONG/PUNTAS ESCULPIDA STILETTO EXTRALONG",sculped-stiletto-long-puntas-esculpida-stiletto-long,,55895,"Caja 500 unidades, 10 tamaños 50 unidades de cada una.

Todas nuestras puntas Gel-X están cuidadosamente moldeadas a partir de nuestra formula de gel suave patentada  para proporcionar las mejores uñas, las más cómodas y ligeras del mercado. Tan fáciles de usar como de aplicar, nuestras puntas Gel-X se aplican con nuestro Apres Extend Gel y pueden proporcionar más de 4 semanas de hermosas y fuertes extensiones de uñas. Hecho de gel suave, Gel-X se puede remojar rápidamente en removedor, lo que reduce el riesgo de sobre limada o químicos dañinos.

Estilo: Sculpido

Forma: stiletto

Largo: Long.

Si bien nuestra línea Sculted se considera nuestro ajuste universa, se adapta específicamente a aquellos con un lecho ungueal más curvo y una curva C más pronunciada.",,publish,,1,40500,,instock,,https://www.lacopro.cl/producto/sculped-stiletto-long-puntas-esculpida-stiletto-long/
"Apres EXTENDER GEL 30ML/ GEL X 30ML",extender-gel-30ml-gel-x-30ml,,55941,"<div class=""product-description rte"">

Esta es la fórmula sobre la que se construyó la familia Apres.

Nuestro exclusivo Gel Extend es la base de todo lo relacionado con el sistema Gel-X ™. Esta revolucionaria fórmula de gel suave se utiliza para ayudar a adherir nuestras extensiones Gel-X ™ a la uña natural. Cuando se aplica correctamente, nuestro gel Extend imparte fuerza y ​​flexibilidad a la vez que facilita la creación de uñas hermosas y duraderas que también son fáciles de remojar y quitar. Si desea saber de qué se trata Apres, pruebe una botella de Extend Gel y vea en qué hemos construido toda nuestra colección.

&nbsp;

<strong>Lo que obtienes:</strong>
<ul>
 	<li><strong>Botella de oro de 15 ml o 30 ml de gel extendido</strong></li>
 	<li><strong>La misma fórmula que  <em>ya</em>  amas</strong></li>
 	<li><strong>Fácil aplicación / aplicador</strong></li>
 	<li><strong>Fácil remoción</strong></li>
</ul>
</div>
<div class=""tabs-wrapper productTabsWrapper"">
<div class=""product-tabs""></div>
<div class=""product-accordion"">
<div class=""accordion"">
<p class=""accordion-toggle"" data-block-id=""product-tab-1""></p>

</div>
</div>
</div>",,publish,,3,59900,,instock,,https://www.lacopro.cl/producto/extender-gel-30ml-gel-x-30ml/
"Apres X-LITE / LAMPARA GEL -X",x-lite-lampara-gel-x,,55949,"<div class=""product-description rte"">

Compacto pero potente. Elegante pero funcional. El X-Lite es todo lo que necesita para curar un conjunto Gel-X perfecto. Esta luz LED tiene 6 W de potencia para curar con flash puntas Gel-X o amuletos 3D con facilidad y comodidad. El X-Lite también es recargable. Viene con un cable de alimentación, se puede recargar completamente en solo dos horas. También conserva energía apagándose automáticamente después de cinco minutos de inactividad. El X-Lite seguramente se convertirá en el mejor amigo más confiable de cualquier artista de uñas.

</div>
<div class=""tabs-wrapper productTabsWrapper"">
<div class=""product-tabs""></div>
<div class=""product-accordion"">
<div class=""accordion"">
<p class=""accordion-toggle"" data-block-id=""product-tab-1""></p>

</div>
</div>
</div>",,publish,,4,10000,,instock,,https://www.lacopro.cl/producto/x-lite-lampara-gel-x/
"Apres MAGNETIC LIGHT STAND/ SOPORTE MAGNETICO LAMPARA",magnetic-light-stand-soporte-magnetico-lampara,,55950,"<span>El soporte magnético universal más conveniente que tiene una estabilidad superior para mantener sus herramientas en su lugar mientras trabaja en su escritorio. </span><span>Cuenta con una base resistente que evita que se vuelque y la capacidad de giro le permite trabajar en todos los ángulos. </span><span>Acople magnéticamente su lámpara de curado flash Apres para un curado rápido de las puntas Gel-X, ajuste del flash de diseños de uñas de cristal y encanto, ¡y más! </span><span>¡El soporte magnético también puede ser solo para montar un teléfono celular para ver y filmar videos!</span>",,publish,,8,10500,5000,instock,,https://www.lacopro.cl/producto/magnetic-light-stand-soporte-magnetico-lampara/
"TIJERA CORTA UÑAS/ NAIL SCISSORS",tijera-corta-unas-nail-scissors,,56214,"TIJERA CORTA UÑAS CON FILO CURVO

EL FILO CURVO, SIGUE NATURALMENTE  EL CONTORNO DE LA UÑA, HACIENDO MÁS FÁCIL GUIER LAS TIJERAS MIENTRAS SE VA CORTANDO.

USO PROFESIONAL

ACERO INOXIDABLE

FILOS DE ALTA DURACIÓN

CORTE SUAVE

DESINFECTABLE

ACERO PAKISTANI

TECNOLOGIA ALEMANA",,publish,,12,7990,2500,instock,,https://www.lacopro.cl/producto/tijera-corta-unas-nail-scissors/
"CLEAR POWDER 113GR/POLVO ACRLICO TRANSPARENTE 113GR",clear-powder-113gr-polvo-acrlico-transparente-113gr,,56221,"POLVO ACRILICO TRANSPARENTE PROFESIONAL, MARCA SUPERNAIL, ORIGEN USA",,publish,,28,19500,9750,instock,,https://www.lacopro.cl/producto/clear-powder-113gr-polvo-acrlico-transparente-113gr/
"REFECTOCIL APPLICATION SET MINI/SET APLICACIÓN MINI",refectocil-application-set-mini-set-aplicacion-mini,,56245,"Kit de aplicación mini

5 varillas de aplicación y 5 platos cosméticos mini para mezclar los tintes para cejas y pestañas de RefectoCil.",,publish,,1,6500,,instock,,https://www.lacopro.cl/producto/refectocil-application-set-mini-set-aplicacion-mini/
"REFECTOCIL BROWLAMINATION KIT",refectocil-browlamination-kit,,56763,"Con el kit de laminación de cejas RefectoCil, las cejas se pueden fijar de forma semipermanente en cualquier forma deseada. Los vellos de las cejas se moldean permanentemente en solo 10 minutos; de esta manera, los espacios se pueden ocultar perfectamente y los vellos rebeldes se controlan.

Contenido:

2 Duo para laminado de cejas con Keratina incluida, en paso 1.

2 Herramientas Refectocil profesionales.

2 Dispensadores de producto.

1 Sachet petalos ojeras.

1 Instructivo

La fórmula contiene el ingrediente queratina para un efecto fortalecedor del cabello. Para perfeccionar el resultado, es aconsejable una coloración de cejas adecuada al tipo después del tratamiento. ¡El tiempo de contacto con los colores de cejas de RefectoCil es de solo 3 minutos después del Servicio de Laminación de Cejas!
<ul>
 	<li>Limpia las cejas con el Desmaquillador Micelar de Ojos RefectoCil. Elimine los tensoactivos y los residuos de grasa cutánea con la solución salina RefectoCil. La piel y el cabello deben estar secos antes de su uso.</li>
 	<li>Cepille bien las cejas con la ayuda del carrete de goma y peine en la forma deseada.</li>
 	<li>Aplique Lash &amp; Brow Perm (1) en toda la ceja. Empiece por el principio de la ceja y siga la dirección en la que se cepillaron las cejas.</li>
 	<li>Evite la piel alrededor de las cejas tanto como sea posible y limpie los bordes no deseados con un hisopo de algodón seco. Tiempo de contacto Permanente de pestañas y cejas: 6 minutos</li>
 	<li>Retire Lash &amp; Brow Perm (1) con un hisopo de algodón seco o una almohadilla de algodón. Siga la dirección en la que se peinó el cabello. Corrija los pelos individuales si es necesario.</li>
 	<li>Aplicar neutralizador (2) con una brocha. Para ello, repita los pasos desde el punto 3. Tiempo de contacto: 4 minutos</li>
 	<li>Retire el neutralizador (2) con un algodón húmedo. Luego, limpie a fondo el área de las cejas con la solución salina RefectoCil para eliminar por completo los residuos.</li>
 	<li>Tiñe las cejas con el color de cejas y pestañas RefectoCil seleccionado, el tiempo de exposición después de un levantamiento de cejas es de solo 3 minutos.</li>
 	<li>Devuelve la forma a las cejas con el carrete de goma después de quitar la pintura. Si es necesario, recorte el cabello excesivamente largo con unas tijeras para cejas.</li>
</ul>",,publish,,3,68200,50000,instock,,https://www.lacopro.cl/producto/refectocil-browlamination-kit/
"Apres VIVID NATURAL STILETTO MEDIUM 500",vivid-natural-stiletto-medium-500,,56942,"VIVID NATURAL STILETTO MEDIUM 500. COLORES VIVOS

repárese para experimentar los consejos que revolucionaron la industria. Una caja incluye 50 piezas de 10 tamaños, un total de 500 piezas. Todas nuestras puntas Gel-X ™ están cuidadosamente moldeadas a partir de nuestra fórmula de gel suave patentada para proporcionar las mejoras de uñas más cómodas y ligeras del mercado. Tan fáciles de usar como de usar, nuestras puntas Gel-X ™ se aplican con nuestro Apres Extend Gel y pueden proporcionar más de 4 semanas de hermosas y fuertes extensiones de uñas. Hecho de gel suave, Gel-X ™ se puede remojar rápidamente con acetona, lo que reduce los peligros de sobrellenado o químicos dañinos.

<strong>Estilo:</strong>  natural

<strong>Forma:</strong>  estilete

<strong>Longitud:</strong>  media

Nuestra línea Natural tiene una superficie más plana y menos curva en C en comparación con nuestra línea Sculpted. Nuestra línea Natural es específicamente para aquellas con un lecho ungueal más plano.",,publish,,5,45000,20000,instock,,https://www.lacopro.cl/producto/vivid-natural-stiletto-medium-500/
"Apres VIVID SCULPED COFFIN LONG 500",vivid-sculped-coffin-long-500,,56944,"VIVID SCULPED COFFIN LONG 500. COLORS VIVOS

Prepárese para experimentar los consejos que revolucionaron la industria. Una caja incluye 50 piezas de 10 tamaños, un total de 500 piezas. Todas nuestras puntas Gel-X ™ están cuidadosamente moldeadas a partir de nuestra fórmula de gel suave patentada para proporcionar las mejoras de uñas más cómodas y ligeras del mercado. Tan fáciles de usar como de usar, nuestras puntas Gel-X ™ se aplican con nuestro Apres Extend Gel y pueden proporcionar más de 4 semanas de hermosas y fuertes extensiones de uñas. Hecho de gel suave, Gel-X ™ se puede remojar rápidamente con acetona, lo que reduce los peligros de sobrellenado o químicos dañinos.

<strong>Estilo:</strong> esculpido

<strong>Forma:</strong> ataúd

<strong> Longitud:</strong> larga

Si bien nuestra línea Sculpted se considera nuestro ajuste universal, se adapta específicamente a aquellos con un lecho ungueal más curvo y una curva C más pronunciada.",,publish,,1,45000,20000,instock,,https://www.lacopro.cl/producto/vivid-sculped-coffin-long-500/
"Apres RYO KITAMURA 101 / TINTA AEROGRAFO 101",ryo-kitamura-101-tinta-aerografo-101,,56952,"RYO KITAMURA 101/TINTA AERÓGRAFO 101

Junto con el renombrado artista de uñas japonés Ryo Kitamura, se crearon seis nuevos colores para capturar perfectamente la estética sofisticada pero usable de Kitamura. Estos sutiles tonos neutros complementarán cualquier tono de piel y se aplicarán de manera hermosa y uniforme. Nuestra fórmula única resistente a las astillas y altamente pigmentada hace que la aplicación sea fácil e impecable.

Cada color está disponible para comprar y usar con nuestra máquina Aer Gel. Estos tonos se pulverizan suavemente para crear estilos sombreados ricos y mucho más. La fórmula es incomparable, el Gelcoat garantiza una apariencia resistente a las astillas. Hay 6 colores diferentes para usar para una nueva inspiración de uñas.",,publish,738646686974,1,22980,5000,instock,,https://www.lacopro.cl/producto/ryo-kitamura-101-tinta-aerografo-101/
